14976,Mob Rule in New Orleans,Ida B. Wells-Barnett,english
14977,The Red Record,Ida B. Wells-Barnett,english
14981,The Itinerary of Benjamin of Tudela,Benjamin of Tudela,english
14980,Outwitting Our Nerves,Josephine A. Jackson and Helen M. Salisbury,english
14979,Cape Cod and All the Pilgrim Land, June 1922,  Volume 6, Number 4,Various,english
14978,A Village Ophelia and Other Stories,Anne Reeve Aldrich,english
14989,Scientific American Supplement No. 822,Various,english
14985,Valere Aude,Louis Dechmann,english
14986,Experimental Researches in Electricity, Volume 1,Michael Faraday,english
14984,A General History and Collection of Voyages and Travels, Vol. 5,Robert Kerr,english
14992,The Life of Froude,Herbert Paul,english
14994,Stories from the Greek Tragedians,Alfred Church,english
14990,Scientific American Supplement No. 819,Various,english
14996,Painted Windows,Harold Begbie,english
14998,The Go Ahead Boys and Simon's Mine,Ross Kay,english
15001,The Sources and Analogues of 'A Midsummer-night's Dream',Compiled by Frank Sidgwick,english
15002,All Aboard; or, Life on the Lake,Oliver Optic,english
14995,Los Hombres de Pro,D. José M. de Pereda,spanish
14997,Friedrich v. Schiller's Biographie,H. Doering,german
15005,Readings in the History of Education,Arthur O. Norton,english
15004,Doctor and Patient,S. Weir Mitchell,english
15015,Sex and Society,William I. Thomas,english
15014,Winnie Childs,C. N. Williamson,english
15000,The Life of Reason,George Santayana,english
15013,The Keeper of the Door,Ethel M. Dell,english
15011,The Spirit and the Word,Zachary  Taylor Sweeney,english
15022,The Philippine Islands, 1493-1898: Volume XII, 1601-1604,Edited by Blair and Robertson,english
15018,Elements of Civil Government,Alexander L. Peterman,english
15017,A Dialogue Concerning Oratory, Or The Causes Of Corrupt Eloquence,Cornelius Tacitus,english
15025,Prose Fancies,Richard  Le Gallienne,english
15028,Selbstbetrachtungen,Marc Aurel,german
15029,Kit of Greenacre Farm,Izola Forrester,english
15030,The Unity of Civilization,Various,english
15027,La Novela Picaresca,Various,spanish
15035,Fishing Grounds of the Gulf of Maine,Walter H. Rich,english
15034,Stories for the Young,Hannah More,english
15032,Hamlet,William Shakespeare,french
15016,Atlantic Monthly, Vol. XII. July, 1863, No. LXIX.,Various,english
15033,Tell England,Ernest Raymond,english
15031,Sermons on Various Important Subjects,Andrew Lee,english
15041,The Negro Problem,Booker T. Washington, et al.,english
15043,The Works of the Right Honourable Edmund Burke, Vol. I. (of 12),Edmund Burke,english
15045,Autobiography, Letters and Literary Remains of Mrs. Piozzi (Thrale) (2nd ed.) (2 vols.),Mrs. Hester Lynch Piozzi,english
15040,McGuffey's Fifth Eclectic Reader,William Holmes McGuffey,english
15052,Scientific American Supplement, No. 832,  December 12, 1891,Various,english
15051,Scientific American Supplement, No. 829, November 21, 1891,Various,english
15053,The Evolution Of An English Town,Gordon Home,english
15046,Un paseo por Paris, retratos al natural,Roque  Barcia,spanish
15057,Les vacances,Comtesse de Ségur,french
15055,The Free Rangers,Joseph A. Altsheler,english
15059,Les petites filles modèles,Comtesse de Ségur,french
15058,Les malheurs de Sophie,Comtesse de Ségur,french
15054,Viajes de un Colombiano en Europa, II,José Maria Samper,spanish
15066,La Vuelta de Martín Fierro,José Hernández,spanish
15067,The Cathedral,Joris-Karl Huysmans,english
15063,Your United States,Arnold Bennett,english
15060,L'hôtel hanté,Wilkie Collins,french
15050,Scientific American Supplement, No. 810, July 11, 1891,Various,english
15065,Continental Monthly, Vol. I., No. IV., April, 1862,Various,english
15068,Der Schwimmer,John Henry Mackay,german
15076,Some Principles of Maritime Strategy,Julian Stafford Corbett,english
15069,Diet and Health,Lulu Hunt Peters,english
15072,Marjorie's Maytime,Carolyn Wells,english
15075,Sodome et Gomorrhe--Volume 2,Marcel Proust,french
15070,Von der Seele,Carl Ludwig Schleich,german
15071,La Tempête,William Shakespeare,french
15079,Green Fields and Running Brooks, and Other Poems,James Whitcomb Riley,english
15073,The Colossus,Opie Read,english
15078,Idle Hour Stories,Eugenia Dunlap Potts,english
15082,The Life of the Spirit and the Life of To-day,Evelyn Underhill,english
15080,Godey's Lady's Book, Vol. 42, January, 1851,Various,english
15081,The Tragedies of Euripides, Volume I.,Euripides,english
15084,Recent Developments in European Thought,Various,english
15086,The Framework of Home Rule,Erskine Childers,english
15094,The Cab of the Sleeping Horse,John Reed Scott,english
15096,My Life In The South,Jacob Stroyer,english
15098,Diderot and the Encyclopædists (Vol 1 of 2),John Morley,english
15088,Proserpina, Volume 2,John  Ruskin,english
15093,Phyllis,Maria Thompson Daviess,english
15092,The Aldine, Vol. 5, No. 1., January, 1872,Various,english
15106,Origin of the Anglo-Boer War Revealed (2nd ed.),C. H. Thomas,english
15100,The Voyage Of Governor Phillip To Botany Bay,Arthur Phillip,english
15099,The Hoosier Schoolmaster,Edward Eggleston,english
15107,La corde au cou,Émile Gaboriau,french
15103,The Imaginary Marriage,Henry St. John Cooper,english
15113,Vie de Jésus,Ernest Renan,french
15112,Oeuvres complètes de Paul Verlaine, Vol. 1,Paul Verlaine,french
15110,Lessons of the War,Spenser Wilkinson,english
15108,Lazarre,Mary Hartwell Catherwood,english
15109,A Woman's Part in a Revolution,Natalie Harris Hammond,english
15111,Randy and Her Friends,Amy Brooks,english
15115,Novelas y teatro,Cervantes,spanish
15122,The Little Colonel's Hero,Annie Fellows Johnston,english
15116,The Jervaise Comedy,J. D. Beresford,english
15117,Sea and Shore,Mrs. Catharine A. Warfield,english
15119,Handy Dictionary of Poetical Quotations,Various,english
15128,Narrative of the Life of J.D. Green, a Runaway Slave, from Kentucky,Jacob D. Green,english
15125,The Awakening of China,W.A.P. Martin,english
15124,The Lighthouse,Robert Ballantyne,english
15123,David Lockwin--The People's Idol,John McGovern,english
15132,The Narrative of William W. Brown, a Fugitive Slave,William Wells Brown,english
15135,The Three Black Pennys,Joseph Hergesheimer,english
15131,With Rimington,L. March Phillipps,english
15130,The Fugitive Blacksmith,James W. C. Pennington,english
15141,Beethoven,George Alexander Fischer,english
15133,Campfire Girls in the Allegheny Mountains,Stella M. Francis,english
15140,Washington's Birthday,Various,english
15143,Famous Modern Ghost Stories,Various,english
15145,My Book of Favorite Fairy Tales,Edric  Vredenburg,english
15148,Six Feet Four,Jackson Gregory,english
15151,A Book of the Play,Dutton Cook,english
15147,Beeton's Book of Needlework,Isabella Beeton,english
15150,La maison de la courtisane,Oscar Wilde,french
15146,Les misères de Londres,Pierre Alexis de Ponson du Terrail,french
15149,The Palace Beautiful,L. T. Meade,english
15158,In Time Of Emergency,Department of Defense,english
15155,Windjammers and Sea Tramps,Walter Runciman,english
15154,Psychology and Industrial Efficiency,Hugo Münsterberg,english
15156,Balloons,Elizabeth Bibesco,english
15138,A Hoosier Chronicle,Meredith Nicholson,english
15157,The Philippine Islands, 1493-1898: Volume XVI, 1609,H.E. Blair,english
15162,Scotland's Mark on America,George Fraser Black,english
15164,Folk Tales Every Child Should Know,Various,english
15160,On Commando,Dietlof Van Warmelo,english
15159,Heart's Desire,Emerson Hough,english
15161,Great Fortunes, and How They Were Made,James D. McCabe, Jr.,english
15169,The Bobbsey Twins in a Great City,Laura Lee Hope,english
15168,Bowser The Hound,Thornton W. Burgess,english
15170,The Child's World,Hetty Browne, Sarah Withers, W.K. Tate,english
15167,London River,H. M. Tomlinson,english
15177,Nocturne,Frank  Swinnerton,english
15171,Journals of Travels in Assam, Burma, Bhootan, Afghanistan and The,William Griffith,english
15172,The Ceremonies of the Holy-Week at Rome,Charles Michael Baggs,english
15174,Memories and Anecdotes,Kate Sanborn,english
15173,Pictures of Jewish Home-Life Fifty Years Ago,Hannah Trager,english
15176,English Literature, Considered as an Interpreter of English History,Henry Coppee,english
15182,Marion Arleigh's Penance,Charlotte M. Braeme,english
15185,Quiet Talks on John's Gospel,S. D. Gordon,english
15183,The Tragedy of the Chain Pier,Charlotte M. Braeme,english
15184,The Philippine Islands, 1493-1898,,Ed. by Blair and Robertson,english
15186,Folk-Lore and Legends; Scandinavian,Various,english
15181,My Mother's Rival,Charlotte M. Braeme,english
15180,The Honorable Percival,Alice Hegan Rice,english
15175,A Century of Wrong,F. W. Reitz,english
15193,Scientific American Supplement, No. 841, February 13, 1892,Various,english
15194,Out To Win,Coningsby Dawson,english
15190,With the Harmony to Labrador,Benjamin La Trobe,english
15195,Rose of Old Harpeth,Maria Thompson Daviess,english
15189,When Buffalo Ran,George Bird Grinnell,english
15188,The Outdoor Chums After Big Game,Captain Quincy Allen,english
15187,The Children of the King,F. Marion Crawford,english
150,Plato's Republic,Plato,english
152,Wild Justice,Ruth M. Sprague,english
15198,The Works of the Right Honourable Edmund Burke, Vol. II. (of 12),Edmund Burke,english
15191,The Commercial Products of the Vegetable Kingdom,P. L. Simmonds,english
159,The Island of Doctor Moreau,H. G. Wells,english
158,Emma,Jane Austen,english
157,Daddy-Long-Legs,Jean Webster,english
153,Jude the Obscure,Thomas Hardy,english
155,The Moonstone,Wilkie Collins,english
15203,Un billet de loterie,Jules Verne,french
15206,Torquemada en la hoguera,B. Pérez Galdos,spanish
15205,The Feast of the Virgins and Other Poems,H. L. Gordon,english
15207,The New Physics and Its Evolution,Lucien Poincare,english
15200,Selections From the Works of John Ruskin,John Ruskin,english
154,The Rise of Silas Lapham,William Dean Howells,english
15204,Women Wage-Earners,Helen Campbell,english
15212,Bulletin de Lille, Jan. 1916,Anonymous,french
15210,Darkwater,W. E. B. Du Bois,english
15213,J. W. v. Goethe's Biographie,H. Doering,german
15208,Les mille et un fantomes,Alexandre Dumas,french
15202,Young Folks Treasury, Volume 2 (of 12),Various,english
15221,A New Conscience And An Ancient Evil,Jane Addams,english
15219,If Only etc.,Francis Clement Philips and Augustus Harris,english
15220,The Life and Work of Susan B. Anthony (Volume 1 of 2),Ida Husted Harper,english
15214,Sevenoaks,J. G. Holland,english
15222,Looking Seaward Again,Walter Runciman,english
15218,The Woman Who Toils,Mrs. John Van Vorst and Marie Van Vorst,english
15230,Miss Mink's Soldier and Other Stories,Alice Hegan Rice,english
15227,Prince Lazybones and Other Stories,Mrs. W. J. Hays,english
15223,Doctor Claudius, A True Story,F. Marion Crawford,english
15224,With Steyn and De Wet,Philip Pienaar,english
15229,A Review of the Resources and Industries of the State of Washington, 1909,Ithamar Howell,english
15228,Lady Good-for-Nothing,A. T. Quiller-Couch,english
15226,Nanon,George Sand,french
15235,Oeuvres illustrées de George Sand,George Sand,french
15237,The Chemistry of Food and Nutrition,A. W. Duncan,english
15238,Mathilda,Mary Wollstonecraft Shelley,english
15241,All About Johnnie Jones,Carolyn Verhoeff,english
15243,Over Paradise Ridge,Maria Thompson Daviess,english
15244,Lewie,Cousin Cicely,english
15245,Twenty-Seven Years in Canada West,Samuel Strickland,english
15242,Desert Love,Joan Conquest,english
15232,Notes and Queries, Number 51, October 19, 1850,Various,english
15239,Spiridion,George Sand,french
15240,A Journal of a Tour in the Congo Free State,Marcus Dorman,english
15251,The Biography of Robert Murray M'Cheyne,Andrew A. Bonar,english
15252,Victorian Short Stories,Elizabeth Gaskell, et al.,english
15253,The Advance of Science in the Last Half-Century,T.H. (Thomas Henry) Huxley,english
15250,Myths and Legends of China,E. T. C. Werner,english
15246,The Tragedy of St. Helena,Walter Runciman,english
15257,The Curious Case of Lady Purbeck,Thomas Longueville,english
15258,Cecilia de Noël,Lanoe Falconer,english
15256,The Young Seigneur,Wilfrid Châteauclair,english
15247,John Henry Smith,Frederick Upham Adams,english
15249,Outspoken Essays,William Ralph Inge,english
15259,Pearl of Pearl Island,John Oxenham,english
15255,Hinduism and Buddhism, Vol I. (of 3),Charles Eliot,english
15254,Maxims And Opinions Of Field-Marshal His Grace The Duke Of Wellington, Selected From His Writings And Speeches During A Public Life Of More Than Half A Century,Arthur Wellesley, Duke of Wellington,english
15263,The Underground Railroad,William Still,english
15261,A Portraiture of Quakerism, Volume II (of 3),Thomas Clarkson,english
15260,A Portraiture of Quakerism, Volume I (of 3),Thomas Clarkson,english
15265,The Quest of the Silver Fleece,W. E. B. Du Bois,english
15272,Spenser's The Faerie Queene, Book I,Edmund Spenser,english
15262,Christianity and Islam in Spain (756-1031),Charles Reginald Haines,english
15269,The Empire of Russia,John S. C. Abbott,english
15268,John Stuart Mill; His Life and Works,Herbert Spencer, Henry Fawcett, Frederic Harrison and Other,english
15271,Traditions of Lancashire, Volume 1 (of 2),John Roby,english
15277,The Open Secret of Ireland,T. M. Kettle,english
15280,Lulu, Alice and Jimmie Wibblewobble,Howard R. Garis,english
15281,Uncle Wiggily's Adventures,Howard R. Garis,english
15279,A Letter Addressed to the Abbe Raynal, on the Affairs of North America, in Which the Mistakes in the Abbe's Account of the Revolution of America Are Corrected and Cleared Up,Thomas Paine,english
15276,Bears I Have Met--and Others,Allen Kelly,english
15274,The Girl from Montana,Grace Livingston Hill,english
15282,Uncle Wiggily's Travels,Howard R. Garis,english
15278,The Ramrodders,Holman Day,english
15275,Bessie's Fortune,Mary J. Holmes,english
15285,The Hosts of the Air,Joseph A. Altsheler,english
15283,Disease and Its Causes,William Thomas Councilman,english
15287,Teverino,George Sand,french
15289,The Truce of God,George Henry Miles,english
15288,Sodome et Gomorrhe--Volume 1,Marcel Proust,french
15297,Le voleur,Georges Darien,french
15295,Le juif errant - Tome I,Eugène Süe,french
15293,Influences of Geographic Environment,Ellen Churchill Semple,english
15296,Le juif errant - Tome II,Eugène Süe,french
15303,Coriolan,William Shakespeare,french
15304,A Portraiture of Quakerism, Volume III (of 3),Thomas Clarkson,english
15302,The Man with the Clubfoot,Valentine Williams,english
15298,Poet Lore, Volume XXIV, Number IV, 1912,Various,english
15299,Drake, Nelson and Napoleon,Walter Runciman,english
15301,Narratives of Shipwrecks of the Royal Navy; between 1793 and 1849,William O. S. Gilly,english
15294,A Country Doctor and Selected Stories and Sketches,Sarah Orne Jewett,english
15313,A Full Enquiry into the Nature of the Pastoral (1717),Thomas Purney,english
15311,Poems By The Way & Love Is Enough,William Morris,english
15312,Mémoires pour servir à l'Histoire de mon temps (Tome 2),François Pierre Guillaume Guizot,french
15305,L'influence d'un livre,Philippe Aubert de Gaspé,french
15308,Nitro-Explosives: A Practical Treatise,P. Gerald Sanford,english
15307,The Narrative of Gordon Sellar Who Emigrated to Canada in 1825,Gordon Sellar,english
15320,The Romance of the Milky Way,Lafcadio Hearn,english
1539,The Winter's Tale,William Shakespeare,english
15322,The American Architect and Building News, Vol. 27, No. 733, January 11, 1890,Various,english
15321,Tracy Park,Mary Jane Holmes,english
15315,Gladys, the Reaper,Anne Beale,english
15317,The Baronet's Bride,May Agnes Fleming,english
15327,A Library Primer,John Cotton Dana,english
15328,The Lost Hunter,John Turvill Adams,english
15323,The Green Eyes of Bâst,Sax Rohmer,english
15319,The Government Class Book,Andrew W. Young,english
15337,A Source Book Of Australian History,Compiled by Gwendolen H. Swinburne,english
15336,The Life of Columbus,Arthur Helps,english
15331,St. Nicholas, Vol. 5, No. 4, February 1878,Various,english
15306,The Mirrors of Downing Street,Harold Begbie,english
15334,Mindanao: Su Historia y Geografía,José Nieto Aguilar,spanish
15335,Madame Chrysantheme,Pierre Loti,english
15345,The Great Events by Famous Historians, Volume 4,Various,english
15344,Grace Harlowe's Sophomore Year at High School,Jessie Graham Flower,english
15343,A Little Book for Christmas,Cyrus Townsend Brady,english
15342,Notes of a Twenty-Five Years' Service in the Hudson's Bay Territory,John M'lean,english
15356,Red Money,Fergus Hume,english
15348,Blown to Bits,Robert Michael Ballantyne,english
15355,Nautilus,Laura E. Richards,english
15349,The Works Of John Dryden, Volume 4 (of 18),John Dryden,english
15352,Venereal Diseases in New Zealand (1922),Committee Of The Board Of Health,english
15350,A History of English Prose Fiction,Bayard Tuckerman,english
15359,The Negro,W.E.B. Du Bois,english
15357,The Notorious Mrs. Ebbsmith,Arthur Wing Pinero,english
15360,The Easiest Way in Housekeeping and Cooking,Helen Campbell,english
15371,Les mille et une nuits - Tome premier,Anonymous,french
15370,Bab Ballads and Savoy Songs,W. S. Gilbert,english
15372,Le portrait de monsieur W.H.,Oscar Wilde,french
15373,St. Nicholas, Vol. 5, No. 2, December, 1877,Various,english
15365,A Psychiatric Milestone,Various,english
15367,The Magic Speech Flower,Melvin Hix,english
15369,Old Scores and New Readings,John F. Runciman,english
15381,Victorian Short Stories,Various,english
15380,Mrs. Warren's Daughter,Sir Harry Johnston,english
15379,Robert Moffat,David J. Deane,english
15382,Jess of the Rebel Trail,H. A. Cody,english
15374,St. Nicholas, Vol. 5, No. 5, March, 1878,Various,english
15376,A General History and Collection of Voyages and Travels, Volume 11,Robert Kerr,english
15388,Leone Leoni,George Sand,french
15383,The Photoplay,Hugo Münsterberg,english
15384,The Real Adventure,Henry Kitchell Webster,english
15387,Jorrocks' Jaunts and Jollities,Robert Smith Surtees,english
15389,True Riches,T.S. Arthur,english
15390,Evangeline,Henry Wadsworth Longfellow,english
15391,American Eloquence, Volume I. (of 4),Various,english
15392,American Eloquence, Volume II. (of 4),Various,english
15393,American Eloquence, Volume III. (of 4),Various,english
15394,American Eloquence, Volume IV. (of 4),Various,english
15397,Francia; Un bienfait n'est jamais perdu,George Sand,french
15398,Narrative of the Life and Adventures of Henry Bibb, an American Slave, Written by Himself,Henry Bibb,english
15399,The Interesting Narrative of the Life of Olaudah Equiano, Or Gustavus Vassa, The African,Olaudah Equiano,english
15401,The Great Lone Land,W. F. Butler,english
15400,Renaissance in Italy, Volume 1 (of 7),John Addington Symonds,english
15402,What Answer?,Anna E. Dickinson,english
15405,Notes and Queries, Number 57, November 30, 1850,Various,english
15406,The Little Red Chimney,Mary Finley Leonard,english
15408,Three Lives,Gertrude Stein,english
15410,A Little Pilgrim,Mrs. Oliphant,english
15411,A Voyage to the South Sea,William Bligh,english
15413,The Book of Three Hundred Anecdotes,Various,english
15414,The Littlest Rebel,Edward Peple,english
15415,Tramping on Life,Harry Kemp,english
15416,The Spinners,Eden Phillpotts,english
15417,Scientific American Supplement, Vol. XV., No. 388, June 9, 1883,Various,english
15420,Broken Homes,Joanna C. Colcord,english
15422,Israel Potter,Herman Melville,english
15424,Ella Barnwell,Emerson Bennett,english
15425,A General History and Collection of Voyages and Travels, Volume 17,Robert Kerr,english
15426,Pixy's Holiday Journey,George Lang,english
15429,Thomas Henry Huxley,Leonard Huxley,english
15430,The Lever,William Dana Orcutt,english
15431,Success,Samuel Hopkins Adams,english
15432,Henry Brocken,Walter J. de la Mare,english
15433,Mémoires pour servir à l'Histoire de mon temps (Tome 3),François Pierre Guillaume Guizot,french
15434,En Kabylie,J. Vilbort,french
15435,Object Lessons on the Human Body,Sarah F. Buckelew and Margaret W. Lewis,english
15436,Journal of a Voyage from Okkak, on the Coast of Labrador, to Ungava Bay, Westward of Cape Chudleigh,Benjamin Kohlmeister and George Kmoch,english
15438,The Bells of San Juan,Jackson Gregory,english
15437,The Letters of Lord Nelson to Lady Hamilton, Vol II.,Horatio Nelson,english
15443,Heiress of Haddon,William E. Doubleday,english
15444,The City and the World and Other Stories,Francis Clement Kelley,english
15445,The Philippine Islands, 1493-1898: Volume XIV., 1606-1609,Various,english
15446,Vocal Mastery,Harriette Brower,english
15447,A History of English Romanticism in the Eighteenth Century,Henry A. Beers,english
15448,Elizabethan Sonnet Cycles,Michael Drayton, Bartholomew Griffin, and William Smith,english
15449,New Faces,Myra Kelly,english
15450,Against Home Rule (1912),Various,english
15454,Imperium in Imperio: A Study Of The Negro Race Problem,Sutton E. Griggs,english
15455,Life's Progress Through The Passions,Eliza Fowler Haywood,english
15458,Essai sur la littérature merveilleuse des noirs, suivi de Contes indigènes de l'Ouest africain français - Tome premier,François-Victor Équilbecq,french
15456,McGuffey's Eclectic Spelling Book,W. H. McGuffey,english
15459,Cham et Japhet, ou De l'émigration des nègres chez les blancs considérée comme moyen providentiel de régénérer la race nègre et de civiliser l'Afrique intérieure.,Ausone de Chancel,french
15461,The Lives of the Most Famous English Poets (1687),William Winstanley,english
15464,Foods That Will Win The War And How To Cook Them (1918),C. Houston Goudiss and Alberta M. Goudiss,english
15463,Marie ou l'Esclavage aux Etats-Unis,Gustave de Beaumont,french
15465,Parisian Points of View,Ludovic Halévy,english
15467,The First Soprano,Mary Hitchcock,english
15468,Lectures on Popular and Scientific Subjects,John Sutherland Sinclair, Earl of Caithness,english
15469,The Letters of Lord Nelson to Lady Hamilton, Vol. I.,Horatio Nelson,english
15470,Inez,Augusta J. Evans,english
15466,Victorian Short Stories of Troubled Marriages,Rudyard Kipling, Ella D'Arcy, Arthur Morrison, Arthur Conan Doyle,,english
15472,Emblems Of Love,Lascelles Abercrombie,english
15478,New York Times Current History: The European War, Vol 2, No. 1, April, 1915,Various,english
15479,New York Times Current History; The European War, Vol 2, No. 2, May, 1915,Various,english
15480,New York Times Current History; The European War, Vol 2, No. 3, June, 1915,Various,english
15482,The Primrose Ring,Ruth Sawyer,english
15481,Chambers' Edinburgh Journal,Various,english
15473,Love Stories,Mary Roberts Rinehart,english
15485,Catharine,Nehemiah Adams,english
15483,Rambles and Recollections of an Indian Official,William Sleeman,english
15484,The Care and Feeding of Children,L. Emmett Holt,english
15487,Democracy and Social Ethics,Jane Addams,english
15488,Woman's Life in Colonial Days,Carl Holliday,english
15489,Dream Psychology,Sigmund Freud,english
15490,The Young Lady's Mentor,A Lady,english
15491,Micrographia,Robert Hooke,english
15492,A Doll's House,Henrik Ibsen,english
15493,The Lancashire Witches,William Harrison Ainsworth,english
15496,The Militants,Mary Raymond Shipman Andrews,english
15495,In a Green Shade,Maurice Hewlett,english
15498,Trumps,George William Curtis,english
15502,The Desert Valley,Jackson Gregory,english
15503,The Underworld,James C. Welsh,english
15506,Philip Winwood,Robert Neilson Stephens,english
15509,Laurier: A Study in Canadian Politics,J. W. Dafoe,english
15508,Stephen A. Douglas,Allen Johnson,english
15510,Advice to Young Men,William Cobbett,english
15511,Mr. Pat's Little Girl,Mary F. Leonard,english
15516,The Religions of Japan,William Elliot Griffis,english
15517,Acetaria: A Discourse of Sallets,John Evelyn,english
1550,A Lady of Quality,Frances Hodgson Burnett,english
1556,The Marriage Contract,Honore de Balzac,english
1557,Men of Iron,Ernie Howard Pyle,english
15520,With Methuen's Column on an Ambulance Train,Ernest N. Bennett,english
1559,A Distinguished Provincial at Paris,Honore de Balzac,english
15522,The War Chief of the Ottawas,Thomas Guthrie Marquis,english
15525,Miriam's Schooling and Other Papers,Mark Rutherford,english
15526,John L. Stoddard's Lectures, Vol. 10 (of 10),John L. Stoddard,english
15527,Captivity,M. Leonora Eyles,english
15530,The Philippine Islands, 1493-1898: Volume XVII, 1609-1616,Various,english
15529,Songs from Books,Rudyard Kipling,english
15533,The Present Picture of New South Wales (1811),David Dickinson Mann,english
15534,Children of the Market Place,Edgar Lee Masters,english
15535,Violin Mastery,Frederick H. Martens,english
15538,Hetty Gray,Rosa Mulholland,english
15537,The Reign of Henry the Eighth, Volume 1 (of 3),James Anthony Froude,english
15542,A Daughter of the Dons,William MacLeod Raine,english
15541,What Two Children Did,Charlotte E. Chittenden,english
15540,Across India,Oliver Optic,english
15543,D'Alembert,Joseph Bertrand,french
15547,The Life of Robert Louis Stevenson for Boys and Girls,Jacqueline M. Overton,english
15546,The Last of the Peterkins,Lucretia P. Hale,english
15549,Chambers's Edinburgh Journal, No. 424, New Series, February 14, 1852,Various,english
15551,Stories from Le Morte D'Arthur and the Mabinogion,Beatrice Clay,english
15550,Ethel Morton at Rose House,Mabell S. C. Smith,english
15553,The Golden Treasury of American Songs and Lyrics,Various,english
15554,Le parfum de la Dame en noir,Gaston Leroux,french
15557,Carnet d'un inconnu,Fédor Mikhaïlovitch Dostoïevski,french
15558,La nouvelle Carthage,Georges Eekhoud,french
15559,Robur der Sieger,Jules Verne,german
15560,Young Folks Treasury, Volume 3 (of 12),Various,english
15562,The S. W. F. Club,Caroline E. Jacobs,english
15556,Voyages en France pendant les années 1787-1788-1789,Arthur Young,french
15563,Reason and Faith; Their Claims and Conflicts,Henry Rogers,english
15564,The Philippine Islands, 1493-1898: Volume XVIII, 1617-1620,Various,english
15565,Sir John Constantine,Prosper Paleologus Constantine,english
15566,Notes to Shakespeare, Volume III: The Tragedies,Samuel Johnson,english
15568,The Law and the Word,Thomas Troward,english
15569,The Cuckoo Clock,Mrs. Molesworth,english
15570,Paradise Garden,George Gibbs,english
15571,Mary Cary,Kate Langley Bosher,english
15572,A Leap in the Dark,A.V. Dicey,english
15573,Judith Of The Plains,Marie Manning,english
15574,Le capitaine Paul,Alexandre Dumas,french
15576,A System of Instruction in the Practical Use of the Blowpipe,Anonymous,english
15580,The Rustlers of Pecos County,Zane Grey,english
15581,Life of Tecumseh, and of His Brother the Prophet,Benjamin Drake,english
15567,An Account Of The Customs And Manners Of The Micmakis And Maricheets Savage Nations, Now Dependent On The Government Of Cape-Breton,Antoine Simon Maillard,english
15583,Beadle's Boy's Library of Sport, Story and Adventure, Vol. I, No. 1.,Prentiss Ingraham,english
15578,The Miracle Man,Frank L. Packard,english
15585,Humorous Masterpieces from American Literature,Various,english
15586,India, Old and New,Sir Valentine Chirol,english
15587,Macleod of Dare,William Black,english
15584,Jean Ziska,George Sand,french
15588,The Pilot and his Wife,Jonas Lie,english
15590,Rough Stone Monuments and Their Builders,T. Eric Peet,english
15591,A Woman Named Smith,Marie Conway Oemler,english
15592,Old-Fashioned Fairy Tales,Juliana Horatia Gatty Ewing,english
15595,Vocational Guidance for Girls,Marguerite Stockman Dickson,english
15596,Bressant,Julian Hawthorne,english
15597,Stories of American Life and Adventure,Edward Eggleston,english
15599,The Collected Works of Ambrose Bierce, Volume 8,Ambrose Bierce,english
15600,Matisse Picasso and Gertrude Stein,Gertrude Stein,english
15602,Statistical, Historical and Political Description of the Colony of New South Wales and its Dependent Settlements in Van Diemen's Land,William Charles Wentworth,english
15603,One Man in His Time,Ellen Glasgow,english
15604,Piano Mastery,Harriette Brower,english
15606,The Life of the Truly Eminent and Learned Hugo Grotius,Jean Lévesque de Burigny,english
15607,Family Pride,Mary J. Holmes,english
15608,In the Days of Poor Richard,Irving Bacheller,english
15612,Genesis A,Anonymous,english
15614,The Ragged Edge,Harold MacGrath,english
15616,Hero Tales,James Baldwin,english
15617,Cyclopedia of Telephony & Telegraphy Vol. 1,Kempster Miller,english
1560,The San Francisco Calamity,Various,english
1561,Pagan & Christian Creeds,Edward Carpenter,english
1562,Little Rivers,Henry van Dyke,english
1563,The Crystal Stopper,Maurice LeBlanc,english
1564,Life of Johnson,James Boswell,english
1565,The Last Days of Pompeii,Edward George Bulwer-Lytton,english
1566,The Evolution of Modern Medicine,William Osler,english
1569,The Lily of the Valley,Honore de Balzac,english
15620,Recreations in Astronomy,Henry Warren,english
15625,The Lookout Man,B. M. Bower,english
15626,Contes et historiettes à l'usage des jeunes enfants,Zulma Carraud,french
15627,Verner's Pride,Mrs. Henry Wood,english
15629,The Southern Cross,Foxhall Daingerfield, Jr.,english
15630,Polly Oliver's Problem,Kate Douglas Smith Wiggin,english
15634,Blackwood's Edinburgh Magazine -- Vol. 56, No. 346, August, 1844,Various,english
15635,Mémoires pour servir à l'Histoire de mon temps (Tome 4),François Pierre Guillaume Guizot,french
15641,Notes and Queries, Number 65, January 25, 1851,Various,english
15642,Mémoires de Mme la marquise de La Rochejaquelein,Marie-Louise-Victoire de Donniss La Rochejaquelein,french
15644,Thirteen Months in the Rebel Army,William G. Stevenson,english
15645,Port-Tarascon,Alphonse Daudet,french
15646,Nord contre sud,Jules Verne,french
15648,American Merchant Ships and Sailors,Willis J. Abbot,english
15651,His Grace of Osmonde,Frances Hodgson Burnett,english
15652,The Poetical Works of Thomas Hood,Thomas Hood,english
15653,Dorothy Dale's Queer Holidays,Margaret Penrose,english
15654,The Firing Line,Robert W. Chambers,english
15655,Four Little Blossoms and Their Winter Fun,Mabel C. Hawley,english
15658,Topsy-Turvy Land,Samuel M. Zwemer,english
